id;d1;d2;cluster
monkeyc1g1s130;8,52386;7,13162;0
monkeyc1g1s131;7,54869;9,80267;0
monkeyc1g1s132;7,90511;10,74761;0
monkeyc1g1s133;7,17471;5,75812;0
monkeyc1g1s134;8,52839;8,53793;0
monkeyc1g1s135;5,16096;6,82732;0
monkeyc1g1s136;3,88591;8,25579;0
monkeyc1g1s137;3,83113;8,34284;0
monkeyc1g1s138;6,34571;9,61877;0
monkeyc1g1s139;7,67810;6,85876;0
monkeyc1g1s140;8,57491;8,69038;0
monkeyc1g1s141;7,12359;9,76101;0
monkeyc1g1s142;4,80549;9,97806;0
monkeyc1g1s143;3,76309;8,82654;0
monkeyc1g1s144;7,47762;9,28466;0
monkeyc1g1s145;7,00600;6,89464;0
monkeyc1g1s146;3,24259;8,42196;0
monkeyc1g1s147;4,61850;11,37775;2
monkeyc1g1s148;5,93963;7,93059;0
monkeyc1g1s149;3,28534;9,45405;0
monkeyc1g1s150;2,96935;9,50510;0
monkeyc1g1s151;8,84800;9,08001;0
monkeyc1g1s152;8,80634;9,56736;0
monkeyc1g1s153;2,71807;7,75542;0
monkeyc1g1s154;3,97116;6,23304;7
monkeyc1g1s155;5,50610;7,08663;0
monkeyc1g1s156;7,93904;7,81922;0
monkeyc1g1s157;8,59600;9,92773;0
monkeyc1g1s158;8,49816;6,86735;0
monkeyc1g1s159;7,90416;8,74103;0
monkeyc1g1s160;4,85270;9,20039;0
monkeyc1g1s161;4,30614;6,07332;0
monkeyc1g1s162;6,25839;9,85333;0
monkeyc1g1s163;6,06473;6,02091;0
monkeyc1g1s164;8,96693;8,95958;0
monkeyc1g1s165;5,99698;8,14019;0
monkeyc1g1s166;5,76558;6,27792;0
monkeyc1g1s167;5,26374;10,82012;0
monkeyc1g1s168;5,05527;7,77116;0
monkeyc1g1s169;7,39797;10,01612;0
monkeyc1g1s170;8,88154;8,92993;0
monkeyc1g1s171;5,51244;8,85277;0
monkeyc1g1s172;3,20466;8,81970;0
monkeyc1g1s173;4,53674;9,95233;0
monkeyc1g1s174;6,76205;5,85246;0
monkeyc1g1s175;5,29639;9,34479;0
monkeyc1g1s176;8,44870;8,23568;0
monkeyc1g1s177;8,45755;9,76995;0
monkeyc1g1s178;3,66536;8,28073;0
monkeyc1g1s179;4,90159;7,95664;0
monkeyc1g1s180;3,88870;7,83818;0
monkeyc1g1s181;4,08280;9,87524;0
monkeyc1g1s182;5,67992;7,10859;0
monkeyc1g1s183;2,70961;7,69951;0
monkeyc1g1s184;8,97092;8,20776;0
monkeyc1g1s185;5,82296;10,26286;0
monkeyc1g1s186;6,57312;10,99655;0
monkeyc1g1s187;6,75860;5,53915;0
monkeyc1g1s188;4,10814;6,91785;0
monkeyc1g1s189;4,72585;8,25342;0
monkeyc1g1s190;5,70065;7,93153;0
monkeyc1g1s191;3,78589;10,30292;0
monkeyc1g1s192;5,51430;10,50253;0
monkeyc1g1s193;7,91380;8,35540;0
monkeyc1g1s194;5,67420;8,87878;0
monkeyc1g1s195;6,42226;11,70610;0
monkeyc1g1s196;6,06086;5,70900;0
monkeyc1g1s197;8,96862;8,51863;0
monkeyc1g1s198;3,84247;9,15619;0
monkeyc1g1s199;7,42125;6,84731;0
monkeyc1g1s200;6,28228;8,12497;0
monkeyc1g1s201;6,69128;7,24073;0
monkeyc1g1s202;3,43560;8,07463;0
monkeyc1g1s203;3,66156;6,57281;7
monkeyc1g1s204;7,37282;8,77840;0
monkeyc1g1s205;4,58886;8,04050;0
monkeyc1g1s206;4,65740;8,74794;0
monkeyc1g1s207;6,67812;7,53422;0
monkeyc1g1s208;3,77277;8,49507;0
monkeyc1g1s209;6,99140;9,07765;0
monkeyc1g1s210;3,34012;7,49890;0
monkeyc1g1s211;4,88743;10,91987;0
monkeyc1g1s212;6,68101;8,61115;0
monkeyc1g1s213;8,62173;7,71263;0
monkeyc1g1s214;3,54586;7,17396;0
monkeyc1g1s215;6,36541;8,16431;0
monkeyc1g1s216;7,12446;10,64985;0
monkeyc1g1s217;7,11036;8,26076;0
monkeyc1g1s218;5,53798;9,52353;0
monkeyc1g1s219;7,98316;8,83966;0
monkeyc1g1s220;4,72493;9,66978;0
monkeyc1g1s221;6,57252;10,25971;0
monkeyc1g1s222;2,76721;7,94072;0
monkeyc1g1s223;7,96962;7,56245;0
monkeyc1g1s224;7,60762;6,66665;0
monkeyc1g1s225;3,53025;6,23369;7
monkeyc1g1s226;4,25366;8,10765;0
monkeyc1g1s227;8,10907;9,97002;0
monkeyc1g1s228;3,44211;8,82987;0
monkeyc1g1s229;8,04248;6,88264;0
monkeyc1g1s230;2,57785;8,22672;0
monkeyc1g1s231;4,04109;7,11182;0
monkeyc1g1s232;3,31650;7,59599;0
monkeyc1g1s233;5,43225;5,33333;0
monkeyc1g1s234;6,16469;8,49812;0
monkeyc1g1s235;4,71737;11,45120;2
monkeyc1g1s236;5,65106;6,76691;0
monkeyc1g1s237;8,45871;8,47679;0
monkeyc1g1s238;8,43330;8,54464;0
monkeyc1g1s239;7,82036;7,59565;0
monkeyc1g1s240;4,25708;9,40747;0
monkeyc1g1s241;5,06358;6,36948;0
monkeyc1g1s242;6,89901;8,66547;0
monkeyc1g1s243;3,33126;8,95062;0
monkeyc1g1s244;8,18500;7,59157;0
monkeyc1g1s245;3,90237;7,25277;0
monkeyc1g1s246;7,04342;8,71967;0
monkeyc1g1s247;6,50213;7,59641;0
monkeyc1g1s248;5,57660;7,13238;0
monkeyc1g1s249;8,75339;9,11625;0
monkeyc1g1s250;5,46099;7,93661;0
monkeyc1g1s251;5,89576;10,59368;0
monkeyc1g1s252;6,89369;8,21115;0
monkeyc1g1s253;2,95726;9,36455;0
monkeyc1g1s254;5,80657;6,52518;0
monkeyc1g1s255;4,99157;6,44738;0
monkeyc1g1s256;6,02674;6,02469;0
monkeyc1g1s257;7,97951;7,21736;0
monkeyc1g1s258;4,61701;11,20949;2
monkeyc1g1s259;6,91342;10,76578;0
monkeyc1g1s260;6,31244;10,51917;0
monkeyc1g1s261;3,63869;7,99679;0
monkeyc1g1s262;4,23720;11,38255;2
monkeyc1g1s263;3,04088;6,95898;7
monkeyc1g1s264;7,45418;7,40624;0
monkeyc1g1s265;7,38528;9,55218;0
monkeyc1g1s266;8,68080;9,46341;0
monkeyc1g1s267;3,05097;9,72271;0
monkeyc1g1s268;4,05735;8,70222;0
monkeyc1g1s269;5,97470;8,67268;0
monkeyc1g1s270;8,31141;6,58610;0
monkeyc1g1s271;7,28719;6,33190;0
monkeyc1g1s272;6,01636;9,02869;0
monkeyc1g1s273;7,74356;10,39060;0
monkeyc1g1s274;5,83124;5,55958;0
monkeyc1g1s275;4,28541;8,01647;0
monkeyc1g1s276;4,87582;5,77865;0
monkeyc1g1s277;4,55662;7,14253;0
monkeyc1g1s278;8,87225;8,89893;0
monkeyc1g1s279;3,43218;7,18612;0
monkeyc1g1s280;3,62880;10,69248;0
monkeyc1g1s281;4,95411;9,90825;0
monkeyc1g1s282;6,64604;6,73949;0
monkeyc1g1s283;5,92048;6,60429;0
monkeyc1g1s284;5,72490;8,97011;0
monkeyc1g1s285;5,88559;5,41560;0
monkeyc1g1s286;8,22673;7,47932;0
monkeyc1g1s287;7,24406;5,70108;0
monkeyc1g1s288;5,57462;7,37996;0
monkeyc1g1s289;3,37215;9,13534;0
monkeyc1g1s290;3,15153;10,05751;0
monkeyc1g1s291;2,99919;7,13042;7
monkeyc1g1s292;8,48701;8,17512;0
monkeyc1g1s293;3,43650;9,47941;0
monkeyc1g1s294;6,65140;6,65952;0
monkeyc1g1s295;3,53699;8,06557;0
monkeyc1g1s296;6,99916;11,13020;0
monkeyc1g1s297;6,30651;7,33762;0
monkeyc1g1s298;2,71235;7,97915;0
monkeyc1g1s299;7,17343;11,19936;0
monkeyc1g1s300;5,67835;10,58567;0
monkeyc1g1s301;7,04710;8,58032;0
monkeyc1g1s302;3,13609;8,80121;0
monkeyc1g1s303;7,46062;11,29222;0
monkeyc1g1s304;3,70063;10,74535;0
monkeyc1g1s305;5,06015;8,92901;0
monkeyc1g1s306;7,52409;8,68411;0
monkeyc1g1s307;7,08067;11,20198;0
monkeyc1g1s308;3,89327;10,54218;0
monkeyc1g1s309;7,68978;10,74452;0
monkeyc1g1s310;8,83163;8,91796;0
monkeyc1g1s311;8,24099;6,94859;0
monkeyc1g1s312;7,03666;10,22891;0
monkeyc1g1s313;7,66275;6,80467;0
monkeyc1g1s314;7,12494;9,41716;0
monkeyc1g1s315;5,86459;7,86731;0
monkeyc1g1s316;5,58251;11,49631;2
monkeyc1g1s317;4,10660;7,85115;0
monkeyc1g1s318;5,60042;7,26313;0
monkeyc1g1s319;6,98369;9,50560;0
monkeyc1g1s320;3,22530;9,58155;0
monkeyc1g1s321;8,66983;8,29510;0
monkeyc1g1s322;3,05665;7,53609;0
monkeyc1g1s323;8,98010;8,67528;0
monkeyc1g1s324;7,93550;6,80022;0
monkeyc1g1s325;3,60947;10,72061;0
monkeyc1g1s326;8,12738;6,79792;0
monkeyc1g1s327;4,70989;9,16880;0
monkeyc1g1s328;3,71423;9,59465;0
monkeyc1g1s329;5,98375;7,19308;0
monkeyc1g1s330;4,78834;7,90838;0
monkeyc1g1s331;7,95181;10,77089;0
monkeyc1g1s332;4,78820;11,31755;2
monkeyc1g1s333;8,07598;9,48299;0
monkeyc1g1s334;8,50765;9,75574;0
monkeyc1g1s335;5,96830;6,19764;0
monkeyc1g1s336;5,90124;7,69786;0
monkeyc1g1s337;7,00070;6,65423;0
monkeyc1g1s338;4,03524;8,15215;0
monkeyc1g1s339;6,23513;11,62357;0
monkeyc1g1s340;6,56639;11,55352;0
monkeyc1g1s341;4,37104;9,80536;0
monkeyc1g1s342;4,16659;10,99471;0
monkeyc1g1s343;6,77497;8,39119;0
monkeyc1g1s344;7,18560;10,33809;0
monkeyc1g1s345;6,71315;10,91915;0
monkeyc1g1s346;5,24108;8,44151;0
monkeyc1g1s347;3,20682;9,33915;0
monkeyc1g1s348;6,59806;7,38876;0
monkeyc1g1s349;6,96695;6,77225;0
monkeyc1g1s350;7,05352;10,49738;0
monkeyc1g1s351;6,88709;10,17549;0
monkeyc1g1s352;8,73898;9,54434;0
monkeyc1g1s353;8,30720;9,68591;0
monkeyc1g1s354;5,95905;6,28710;0
monkeyc1g1s355;4,14465;8,92533;0
monkeyc1g1s356;8,53519;8,05448;0
monkeyc1g1s357;4,77627;8,35859;0
monkeyc1g1s358;8,40598;9,03768;0
monkeyc1g1s359;5,95513;5,86115;0
monkeyc1g1s360;2,86040;7,94991;0
monkeyc1g1s361;7,31735;10,16439;0
monkeyc1g1s362;3,21343;8,87176;0
monkeyc1g1s363;7,59052;9,31195;0
monkeyc1g1s364;5,82074;9,55848;0
monkeyc1g1s365;3,57509;7,33831;0
monkeyc1g1s366;4,66439;10,91048;0
monkeyc1g1s367;5,65149;11,44879;0
monkeyc1g1s368;5,25580;10,79658;0
monkeyc1g1s369;8,01028;10,24295;0
monkeyc1g1s370;4,57517;6,71605;0
monkeyc1g1s371;8,31285;7,16139;0
monkeyc1g1s372;4,48719;10,55353;0
monkeyc1g1s373;7,13710;9,77060;0
monkeyc1g1s374;6,13791;8,90706;0
monkeyc1g1s375;3,21967;9,22104;0
monkeyc1g1s376;3,63900;10,68748;0
monkeyc1g1s377;7,59551;7,50047;0
monkeyc1g1s378;3,56187;6,62095;7
monkeyc1g1s379;6,70336;8,06843;0
monkeyc1g1s380;6,57675;7,07501;0
monkeyc1g1s381;5,58703;10,62300;0
monkeyc1g1s382;6,35018;5,54904;0
monkeyc1g1s383;5,66303;8,65469;0
monkeyc1g1s384;4,73624;7,41821;0
monkeyc1g1s385;2,87334;9,70393;0
monkeyc1g1s386;8,96580;8,58707;0
monkeyc1g1s387;6,94042;7,88172;0
monkeyc1g1s388;7,99754;8,48565;0
monkeyc1g1s389;4,47979;9,68524;0
monkeyc1g1s390;6,07569;6,27227;0
monkeyc1g1s391;4,90869;6,39498;0
monkeyc1g1s392;4,97556;9,54801;0
monkeyc1g1s393;8,33025;10,17397;0
monkeyc1g1s394;3,08429;9,74116;0
monkeyc1g1s395;8,28509;10,11803;0
monkeyc1g1s396;7,16661;8,05845;0
monkeyc1g1s397;3,25833;8,66067;0
monkeyc1g1s398;4,26074;8,97916;0
monkeyc1g1s399;7,44639;7,21948;0
monkeyc1g1s400;4,08439;10,96429;0
monkeyc1g1s401;5,05666;9,71077;0
monkeyc1g1s402;2,77927;9,81727;0
monkeyc1g1s403;6,85247;10,74246;0
monkeyc1g1s404;7,60156;9,48976;0
monkeyc1g1s405;8,97272;8,51700;0
monkeyc1g1s406;6,58584;6,39013;0
monkeyc1g1s407;2,85429;9,75080;0
monkeyc1g1s408;4,60503;6,93996;0
monkeyc1g1s409;3,05142;6,76002;7
monkeyc1g1s410;5,72435;5,93431;0
monkeyc1g1s411;8,27101;9,58324;0
monkeyc1g1s412;3,55277;7,43571;0
monkeyc1g1s413;8,99523;8,55294;0
monkeyc1g1s414;4,62808;6,13878;0
monkeyc1g1s415;3,47060;9,44305;0
monkeyc1g1s416;3,69307;7,40385;0
monkeyc1g1s417;5,78810;5,39198;0
monkeyc1g1s418;6,25380;6,85200;0
monkeyc1g1s419;2,97815;7,48631;0
monkeyc1g1s420;8,73917;8,38988;0
monkeyc1g1s421;6,53240;6,70007;0
monkeyc1g1s422;4,53073;6,69530;0
monkeyc1g1s423;8,55313;8,84825;0
monkeyc1g1s424;5,05693;5,61119;0
monkeyc1g1s425;7,17501;7,27914;0
monkeyc1g1s426;3,65997;7,63304;0
monkeyc1g1s427;8,68705;8,24066;0
monkeyc1g1s428;3,84103;8,12369;0
monkeyc1g1s429;6,02734;10,98715;0
monkeyc1g1s430;5,69099;8,51955;0
monkeyc1g1s431;7,09105;7,43795;0
monkeyc1g1s432;5,39767;6,99108;0
monkeyc1g1s433;6,50243;10,36665;0
monkeyc1g1s434;7,74933;9,29287;0
monkeyc1g1s435;8,06052;10,01436;0
monkeyc1g1s436;8,48200;9,14996;0
monkeyc1g1s437;8,11419;7,84353;0
monkeyc1g1s438;6,04701;6,96467;0
monkeyc1g1s439;5,82604;11,63005;2
monkeyc1g1s440;7,11534;11,08803;0
monkeyc1g1s441;3,44903;6,97442;0
monkeyc1g1s442;7,49518;7,09164;0
monkeyc1g1s443;4,22474;7,51107;0
monkeyc1g1s444;6,43959;6,99742;0
monkeyc1g1s445;8,13067;7,40483;0
monkeyc1g1s446;2,78407;7,45418;7
monkeyc1g1s447;6,77694;8,73052;0
monkeyc1g1s448;2,88854;8,94101;0
monkeyc1g1s449;6,73849;8,16312;0
monkeyc1g1s450;8,69455;9,01334;0
monkeyc1g1s451;3,86922;9,89154;0
monkeyc1g1s452;6,06339;8,04861;0
monkeyc1g1s453;5,36142;5,71359;0
monkeyc1g1s454;6,93303;9,83360;0
monkeyc1g1s455;8,72467;8,36134;0
monkeyc1g1s456;2,76467;8,08492;0
monkeyc1g1s457;5,78858;7,52616;0
monkeyc1g1s458;3,17492;9,39544;0
monkeyc1g1s459;8,32130;9,05203;0
monkeyc1g1s460;3,75645;6,24100;7
monkeyc1g1s461;7,33529;9,13850;0
monkeyc1g1s462;4,81022;6,20188;0
monkeyc1g1s463;4,28478;10,97544;0
monkeyc1g1s464;6,26331;8,90847;0
monkeyc1g1s465;7,60991;8,63313;0
monkeyc1g1s466;4,18125;5,79738;7
monkeyc1g1s467;5,35500;7,73873;0
monkeyc1g1s468;5,79230;9,96488;0
monkeyc1g1s469;6,45722;10,36634;0
monkeyc1g1s470;7,17798;9,68764;0
monkeyc1g1s471;4,44001;8,09911;0
monkeyc1g1s472;3,95743;9,04012;0
monkeyc1g1s473;8,78272;8,00955;0
monkeyc1g1s474;2,81554;7,19499;7
monkeyc1g1s475;6,56885;8,81349;0
monkeyc1g1s476;8,01346;9,04545;0
monkeyc1g1s477;4,85659;9,64001;0
monkeyc1g1s478;6,74209;5,99501;0
monkeyc1g1s479;2,69081;8,88350;0
monkeyc1g1s480;7,90493;10,43616;0
monkeyc1g1s481;5,80257;10,25368;0
monkeyc1g1s482;3,95527;10,48539;0
monkeyc1g1s483;7,03271;10,03573;0
monkeyc1g1s484;3,25226;7,93724;0
monkeyc1g1s485;6,79690;8,38433;0
monkeyc1g1s486;4,16070;9,29729;0
monkeyc1g1s487;7,31566;9,87187;0
monkeyc1g1s488;2,86126;8,40838;0
monkeyc1g1s489;6,08103;10,03419;0
monkeyc1g1s490;8,64206;9,89574;0
monkeyc1g1s491;6,17246;11,57675;0
monkeyc1g1s492;7,62459;9,60946;0
monkeyc1g1s493;7,54709;5,90357;0
monkeyc1g1s494;7,56171;6,49896;0
monkeyc1g1s495;5,57204;8,55875;0
monkeyc1g1s496;5,35966;8,89853;0
monkeyc1g1s497;2,86694;7,14335;7
monkeyc1g1s498;4,19040;6,15402;0
monkeyc1g1s499;8,94309;8,35147;0
monkeyc1g1s500;6,77677;7,99353;0
monkeyc2g2s501;15,48396;8,53609;1
monkeyc2g2s502;9,30227;8,86102;0
monkeyc2g2s503;9,19077;8,63582;0
monkeyc2g2s504;9,66955;10,47918;1
monkeyc2g2s505;11,34995;6,55592;1
monkeyc2g2s506;15,03320;7,25166;1
monkeyc2g2s507;15,22648;7,64730;1
monkeyc2g2s508;12,37882;7,07115;1
monkeyc2g2s509;11,90309;7,27961;1
monkeyc2g2s510;15,23210;8,27819;1
monkeyc2g2s511;12,33320;7,25288;1
monkeyc2g2s512;11,78633;7,44365;1
monkeyc2g2s513;15,12215;7,99136;1
monkeyc2g2s514;13,81132;9,24727;1
monkeyc2g2s515;13,35452;11,01675;1
monkeyc2g2s516;14,89893;9,87125;1
monkeyc2g2s517;14,62736;7,56496;1
monkeyc2g2s518;15,11928;7,27658;1
monkeyc2g2s519;11,23856;10,11233;1
monkeyc2g2s520;12,74773;5,60194;1
monkeyc2g2s521;12,48983;6,98259;1
monkeyc2g2s522;13,91371;10,31579;1
monkeyc2g2s523;9,37659;8,06435;0
monkeyc2g2s524;14,42001;7,69650;1
monkeyc2g2s525;9,00377;8,38890;0
monkeyc2g2s526;11,64769;8,36693;1
monkeyc2g2s527;10,17348;8,07602;1
monkeyc2g2s528;14,83128;7,03778;1
monkeyc2g2s529;9,10726;9,31783;0
monkeyc2g2s530;11,45560;5,49669;1
monkeyc2g2s531;10,03794;7,57447;1
monkeyc2g2s532;12,71128;8,78961;1
monkeyc2g2s533;11,15959;6,09922;1
monkeyc2g2s534;12,56450;8,44056;1
monkeyc2g2s535;14,87794;9,99483;1
monkeyc2g2s536;11,73963;7,48055;1
monkeyc2g2s537;14,82853;8,30073;1
monkeyc2g2s538;13,57998;9,47421;1
monkeyc2g2s539;9,86600;7,04674;1
monkeyc2g2s540;13,27770;8,78452;1
monkeyc2g2s541;13,38496;8,99007;1
monkeyc2g2s542;14,94012;9,18676;1
monkeyc2g2s543;9,48806;9,49934;1
monkeyc2g2s544;10,56312;7,66234;1
monkeyc2g2s545;9,23534;8,27706;0
monkeyc2g2s546;14,85533;10,23896;1
monkeyc2g2s547;15,39356;8,13392;1
monkeyc2g2s548;12,59364;9,56362;1
monkeyc2g2s549;9,99040;7,47594;1
monkeyc2g2s550;14,39228;9,12248;1
monkeyc2g2s551;15,24421;8,12774;1
monkeyc2g2s552;13,05782;7,14064;1
monkeyc2g2s553;12,68111;11,52897;1
monkeyc2g2s554;12,59315;6,31432;1
monkeyc2g2s555;13,68420;5,67965;1
monkeyc2g2s556;10,69071;5,91097;1
monkeyc2g2s557;9,44396;7,98173;1
monkeyc2g2s558;11,08864;9,66962;1
monkeyc2g2s559;15,35226;8,39269;1
monkeyc2g2s560;15,18504;9,19833;1
monkeyc2g2s561;13,34162;6,30148;1
monkeyc2g2s562;10,50905;10,98568;5
monkeyc2g2s563;10,65354;6,77216;1
monkeyc2g2s564;9,88640;7,38313;1
monkeyc2g2s565;10,33036;7,01403;1
monkeyc2g2s566;11,59767;9,10267;1
monkeyc2g2s567;9,21584;8,96493;0
monkeyc2g2s568;14,31441;7,72948;1
monkeyc2g2s569;13,58461;7,18810;1
monkeyc2g2s570;10,65942;6,88314;1
monkeyc2g2s571;12,71711;7,14781;1
monkeyc2g2s572;10,92235;11,48942;5
monkeyc2g2s573;11,00054;7,42692;1
monkeyc2g2s574;10,20848;6,62261;1
monkeyc2g2s575;11,86202;9,86521;1
monkeyc2g2s576;11,20900;8,83937;1
monkeyc2g2s577;9,54535;8,05601;1
monkeyc2g2s578;10,06146;8,27184;1
monkeyc2g2s579;11,95317;6,82296;1
monkeyc2g2s580;10,79625;9,25243;1
monkeyc2g2s581;15,38086;8,13897;1
monkeyc2g2s582;11,92597;9,26441;1
monkeyc2g2s583;11,62539;11,10456;1
monkeyc2g2s584;15,09133;7,70761;1
monkeyc2g2s585;9,92394;8,43294;1
monkeyc2g2s586;14,52721;8,69716;1
monkeyc2g2s587;10,24376;9,23058;1
monkeyc2g2s588;15,36900;7,90736;1
monkeyc2g2s589;11,91596;6,86611;1
monkeyc2g2s590;11,90589;7,94427;1
monkeyc2g2s591;13,78755;10,17678;1
monkeyc2g2s592;14,57023;7,65119;1
monkeyc2g2s593;10,70563;6,71613;1
monkeyc2g2s594;10,95252;9,12374;1
monkeyc2g2s595;11,87645;11,04537;1
monkeyc2g2s596;13,30655;10,08258;1
monkeyc2g2s597;13,94771;9,66513;1
monkeyc2g2s598;10,85487;7,10571;1
monkeyc2g2s599;10,73387;10,44239;1
monkeyc2g2s600;9,76925;6,55975;1
monkeyc2g2s601;12,68521;10,27523;1
monkeyc2g2s602;13,16564;6,42950;1
monkeyc2g2s603;11,46319;9,40981;1
monkeyc2g2s604;9,20973;8,61462;0
monkeyc2g2s605;13,79997;6,43117;1
monkeyc2g2s606;13,31937;11,37888;1
monkeyc2g2s607;13,02107;8,17793;1
